,index,NUMBER,STREET,CITY,REGION,POSTCODE,ADDRESS,bathrooms,bedrooms,comps_link,graphs_data,home_details,last_sold_date,last_sold_price,lot_size_sqft,map,sqft,valuation_range_high,valuation_range_low,year_built,zestimate
844,8844,1,Melksham Ln,Bella Vista,AR,72714,1 Melksham Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70697889_zpid/,http://www.zillow.com/homedetails/1-Melksham-Ln-Bella-Vista-AR-72714/70697889_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Melksham-Ln-Bella-Vista-AR-72714/70697889_zpid/,02/09/2009,120000,13939,http://www.zillow.com/homes/70697889_zpid/,1525,153352.0,138748.0,2008,146050.0
845,8845,3,Melksham Ln,Bella Vista,AR,72714,3 Melksham Ln Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/70673973_zpid/,http://www.zillow.com/homedetails/3-Melksham-Ln-Bella-Vista-AR-72714/70673973_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Melksham-Ln-Bella-Vista-AR-72714/70673973_zpid/,09/23/2016,81000,12196,http://www.zillow.com/homes/70673973_zpid/,1044,95650.0,86540.0,1984,91095.0
846,8846,2,Melling Cir,Bella Vista,AR,72715,2 Melling Cir Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70619586_zpid/,http://www.zillow.com/homedetails/2-Melling-Cir-Bella-Vista-AR-72715/70619586_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Melling-Cir-Bella-Vista-AR-72715/70619586_zpid/,01/18/2012,69000,12197,http://www.zillow.com/homes/70619586_zpid/,1365,129619.0,117275.0,1994,123447.0
847,8847,4,Melling Cir,Bella Vista,AR,72715,4 Melling Cir Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70720857_zpid/,http://www.zillow.com/homedetails/4-Melling-Cir-Bella-Vista-AR-72715/70720857_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Melling-Cir-Bella-Vista-AR-72715/70720857_zpid/,01/31/2005,116000,14375,http://www.zillow.com/homes/70720857_zpid/,1656,144054.0,124847.0,1993,137194.0
848,8848,8,Melling Ln,Bella Vista,AR,72715,8 Melling Ln Bella Vista AR,,,,,,,,,,,,,,
849,8849,3,Mellis Ln,Bella Vista,AR,72714,3 Mellis Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70733619_zpid/,http://www.zillow.com/homedetails/3-Mellis-Ln-Bella-Vista-AR-72714/70733619_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Mellis-Ln-Bella-Vista-AR-72714/70733619_zpid/,12/10/2001,99000,15682,http://www.zillow.com/homes/70733619_zpid/,1443,146399.0,132457.0,2001,139428.0
850,8850,6,Mellis Ln,Bella Vista,AR,72714,6 Mellis Ln Bella Vista AR,3.0,4,http://www.zillow.com/homes/comps/70715091_zpid/,http://www.zillow.com/homedetails/6-Mellis-Ln-Bella-Vista-AR-72714/70715091_zpid/#charts-and-data,http://www.zillow.com/homedetails/6-Mellis-Ln-Bella-Vista-AR-72714/70715091_zpid/,06/01/2015,211500,18730,http://www.zillow.com/homes/70715091_zpid/,2567,248694.0,225008.0,2004,236851.0
851,8851,1,Mellor Ln,Bella Vista,AR,72715,1 Mellor Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70620134_zpid/,http://www.zillow.com/homedetails/1-Mellor-Ln-Bella-Vista-AR-72715/70620134_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Mellor-Ln-Bella-Vista-AR-72715/70620134_zpid/,07/29/2009,103000,3049,http://www.zillow.com/homes/70620134_zpid/,1488,97011.0,74287.0,1975,87397.0
852,8852,1,Mellor Ct,Bella Vista,AR,72715,1 Mellor Ct Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70679507_zpid/,http://www.zillow.com/homedetails/1-Mellor-Ct-Bella-Vista-AR-72715/70679507_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Mellor-Ct-Bella-Vista-AR-72715/70679507_zpid/,01/26/2012,77000,1307,http://www.zillow.com/homes/70679507_zpid/,1440,84907.0,69543.0,1977,80864.0
853,8853,2,Mellor Ln,Bella Vista,AR,72715,2 Mellor Ln Bella Vista AR,1.5,,http://www.zillow.com/homes/comps/70710140_zpid/,http://www.zillow.com/homedetails/2-Mellor-Ln-Bella-Vista-AR-72715/70710140_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Mellor-Ln-Bella-Vista-AR-72715/70710140_zpid/,04/07/2009,58000,2614,http://www.zillow.com/homes/70710140_zpid/,1029,81226.0,71943.0,,77358.0
854,8854,2,Mellor Ct,Bella Vista,AR,72715,2 Mellor Ct Bella Vista AR,3.0,3,http://www.zillow.com/homes/comps/70618820_zpid/,http://www.zillow.com/homedetails/2-Mellor-Ct-Bella-Vista-AR-72715/70618820_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Mellor-Ct-Bella-Vista-AR-72715/70618820_zpid/,07/13/2010,60000,,http://www.zillow.com/homes/70618820_zpid/,1828,114929.0,76619.0,1977,89092.0
855,8855,3,Mellor Ct,Bella Vista,AR,72715,3 Mellor Ct Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70699824_zpid/,http://www.zillow.com/homedetails/3-Mellor-Ct-Bella-Vista-AR-72715/70699824_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Mellor-Ct-Bella-Vista-AR-72715/70699824_zpid/,09/23/2014,58300,1306,http://www.zillow.com/homes/70699824_zpid/,1312,87276.0,72337.0,1977,78627.0
856,8856,3,Mellor Ln,Bella Vista,AR,72715,3 Mellor Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70672921_zpid/,http://www.zillow.com/homedetails/3-Mellor-Ln-Bella-Vista-AR-72715/70672921_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Mellor-Ln-Bella-Vista-AR-72715/70672921_zpid/,07/01/2016,95000,2614,http://www.zillow.com/homes/70672921_zpid/,1488,94855.0,76055.0,,85455.0
857,8857,4,Mellor Ln,Bella Vista,AR,72715,4 Mellor Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70734175_zpid/,http://www.zillow.com/homedetails/4-Mellor-Ln-Bella-Vista-AR-72715/70734175_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Mellor-Ln-Bella-Vista-AR-72715/70734175_zpid/,08/29/2014,87500,2614,http://www.zillow.com/homes/70734175_zpid/,1485,96246.0,73649.0,1977,83692.0
858,8858,4,Mellor Ct,Bella Vista,AR,72715,4 Mellor Ct Bella Vista AR,1.5,3,http://www.zillow.com/homes/comps/70660288_zpid/,http://www.zillow.com/homedetails/4-Mellor-Ct-Bella-Vista-AR-72715/70660288_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Mellor-Ct-Bella-Vista-AR-72715/70660288_zpid/,03/12/2003,58000,2178,http://www.zillow.com/homes/70660288_zpid/,1092,80622.0,72944.0,1977,76783.0
859,8859,5,Mellor Ct,Bella Vista,AR,72715,5 Mellor Ct Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70662637_zpid/,http://www.zillow.com/homedetails/5-Mellor-Ct-Bella-Vista-AR-72715/70662637_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Mellor-Ct-Bella-Vista-AR-72715/70662637_zpid/,10/14/2005,89000,871,http://www.zillow.com/homes/70662637_zpid/,1320,85533.0,65316.0,1978,77757.0
860,8860,5,Mellor Ln,Bella Vista,AR,72715,5 Mellor Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70658277_zpid/,http://www.zillow.com/homedetails/5-Mellor-Ln-Bella-Vista-AR-72715/70658277_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Mellor-Ln-Bella-Vista-AR-72715/70658277_zpid/,04/17/2014,69900,3049,http://www.zillow.com/homes/70658277_zpid/,1390,89062.0,72569.0,1974,82465.0
