,index,NUMBER,STREET,CITY,REGION,POSTCODE,ADDRESS,bathrooms,bedrooms,comps_link,graphs_data,home_details,last_sold_date,last_sold_price,lot_size_sqft,map,sqft,valuation_range_high,valuation_range_low,year_built,zestimate
0,6000,15,Hartsfield Ln,Bella Vista,AR,72715,15 Hartsfield Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70636174_zpid/,http://www.zillow.com/homedetails/15-Hartsfield-Ln-Bella-Vista-AR-72715/70636174_zpid/#charts-and-data,http://www.zillow.com/homedetails/15-Hartsfield-Ln-Bella-Vista-AR-72715/70636174_zpid/,03/16/2016,110000,10018,http://www.zillow.com/homes/70636174_zpid/,2024,141246.0,119723.0,1978,134520.0
1,6001,16,Hartsfield Ln,Bella Vista,AR,72715,16 Hartsfield Ln Bella Vista AR,1.0,3,http://www.zillow.com/homes/comps/70685553_zpid/,http://www.zillow.com/homedetails/16-Hartsfield-Ln-Bella-Vista-AR-72715/70685553_zpid/#charts-and-data,http://www.zillow.com/homedetails/16-Hartsfield-Ln-Bella-Vista-AR-72715/70685553_zpid/,01/02/2007,75000,11325,http://www.zillow.com/homes/70685553_zpid/,1152,112895.0,101068.0,,107519.0
2,6002,2,Harwood Ln,Bella Vista,AR,72714,2 Harwood Ln Bella Vista AR,3.0,4,http://www.zillow.com/homes/comps/70729605_zpid/,http://www.zillow.com/homedetails/2-Harwood-Ln-Bella-Vista-AR-72714/70729605_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Harwood-Ln-Bella-Vista-AR-72714/70729605_zpid/,01/28/2016,219000,32670,http://www.zillow.com/homes/70729605_zpid/,2474,245229.0,217202.0,2005,233551.0
3,6003,1,Haslemere Ln,Bella Vista,AR,72714,1 Haslemere Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70614188_zpid/,http://www.zillow.com/homedetails/1-Haselmere-Ln-Bella-Vista-AR-72714/70614188_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Haselmere-Ln-Bella-Vista-AR-72714/70614188_zpid/,03/21/2005,1000,14375,http://www.zillow.com/homes/70614188_zpid/,1681,172248.0,155844.0,2004,164046.0
4,6004,2,Haslemere Ln,Bella Vista,AR,72714,2 Haslemere Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70634882_zpid/,http://www.zillow.com/homedetails/2-Haselmere-Ln-Bella-Vista-AR-72714/70634882_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Haselmere-Ln-Bella-Vista-AR-72714/70634882_zpid/,04/27/2006,130000,14374,http://www.zillow.com/homes/70634882_zpid/,1416,138851.0,124305.0,2001,132239.0
5,6005,3,Haslemere Ln,Bella Vista,AR,72714,3 Haslemere Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70704474_zpid/,http://www.zillow.com/homedetails/3-Haselmere-Ln-Bella-Vista-AR-72714/70704474_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Haselmere-Ln-Bella-Vista-AR-72714/70704474_zpid/,09/23/2005,139000,1650,http://www.zillow.com/homes/70704474_zpid/,1650,163780.0,146784.0,2005,154509.0
6,6006,1,Haslingden Ln,Bella Vista,AR,72715,1 Haslingden Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70715841_zpid/,http://www.zillow.com/homedetails/1-Haslingden-Ln-Bella-Vista-AR-72715/70715841_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Haslingden-Ln-Bella-Vista-AR-72715/70715841_zpid/,04/16/2010,100000,11284,http://www.zillow.com/homes/70715841_zpid/,1314,125733.0,111364.0,1990,119746.0
7,6007,3,Haslingden Ln,Bella Vista,AR,72715,3 Haslingden Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70697348_zpid/,http://www.zillow.com/homedetails/3-Haslingden-Ln-Bella-Vista-AR-72715/70697348_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Haslingden-Ln-Bella-Vista-AR-72715/70697348_zpid/,02/05/2008,130000,12197,http://www.zillow.com/homes/70697348_zpid/,1802,165921.0,139058.0,,158020.0
8,6008,4,Haslingden Ln,Bella Vista,AR,72715,4 Haslingden Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70688630_zpid/,http://www.zillow.com/homedetails/4-Haslingden-Ln-Bella-Vista-AR-72715/70688630_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Haslingden-Ln-Bella-Vista-AR-72715/70688630_zpid/,07/26/1996,124000,12197,http://www.zillow.com/homes/70688630_zpid/,1610,143254.0,125517.0,1995,136432.0
9,6009,5,Haslingden Ln,Bella Vista,AR,72715,5 Haslingden Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70687772_zpid/,http://www.zillow.com/homedetails/5-Haslingden-Ln-Bella-Vista-AR-72715/70687772_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Haslingden-Ln-Bella-Vista-AR-72715/70687772_zpid/,02/06/2014,96000,11761,http://www.zillow.com/homes/70687772_zpid/,1454,130691.0,118245.0,1988,124468.0
10,6010,6,Haslingden Ln,Bella Vista,AR,72715,6 Haslingden Ln Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/70726818_zpid/,http://www.zillow.com/homedetails/6-Haslingden-Ln-Bella-Vista-AR-72715/70726818_zpid/#charts-and-data,http://www.zillow.com/homedetails/6-Haslingden-Ln-Bella-Vista-AR-72715/70726818_zpid/,10/21/2015,100750,11761,http://www.zillow.com/homes/70726818_zpid/,1666,151821.0,137361.0,1995,144591.0
11,6011,7,Haslingden Ln,Bella Vista,AR,72715,7 Haslingden Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70673953_zpid/,http://www.zillow.com/homedetails/7-Haslingden-Ln-Bella-Vista-AR-72715/70673953_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-Haslingden-Ln-Bella-Vista-AR-72715/70673953_zpid/,12/03/2015,115000,12632,http://www.zillow.com/homes/70673953_zpid/,1380,129932.0,116320.0,1991,123745.0
12,6012,8,Haslingden Ln,Bella Vista,AR,72715,8 Haslingden Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70705725_zpid/,http://www.zillow.com/homedetails/8-Haslingden-Ln-Bella-Vista-AR-72715/70705725_zpid/#charts-and-data,http://www.zillow.com/homedetails/8-Haslingden-Ln-Bella-Vista-AR-72715/70705725_zpid/,08/16/2000,98000,12197,http://www.zillow.com/homes/70705725_zpid/,1447,131548.0,119020.0,1991,125284.0
13,6013,9,Haslingden Ln,Bella Vista,AR,72715,9 Haslingden Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70661959_zpid/,http://www.zillow.com/homedetails/9-Haslingden-Ln-Bella-Vista-AR-72715/70661959_zpid/#charts-and-data,http://www.zillow.com/homedetails/9-Haslingden-Ln-Bella-Vista-AR-72715/70661959_zpid/,09/27/2002,100000,12632,http://www.zillow.com/homes/70661959_zpid/,1372,130201.0,116561.0,,124001.0
14,6014,11,Haslingden Ln,Bella Vista,AR,72715,11 Haslingden Ln Bella Vista AR,2.5,3,http://www.zillow.com/homes/comps/70644322_zpid/,http://www.zillow.com/homedetails/11-Haslingden-Ln-Bella-Vista-AR-72715/70644322_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Haslingden-Ln-Bella-Vista-AR-72715/70644322_zpid/,12/21/2009,150000,12632,http://www.zillow.com/homes/70644322_zpid/,1972,182386.0,165016.0,1997,173701.0
