,index,NUMBER,STREET,CITY,REGION,POSTCODE,ADDRESS,bathrooms,bedrooms,comps_link,graphs_data,home_details,last_sold_date,last_sold_price,lot_size_sqft,map,sqft,valuation_range_high,valuation_range_low,year_built,zestimate
0,7000,79,Kensington Dr,Bella Vista,AR,72715,79 Kensington Dr Bella Vista AR,3.5,,http://www.zillow.com/homes/comps/70675603_zpid/,http://www.zillow.com/homedetails/79-Kensington-Dr-Bella-Vista-AR-72715/70675603_zpid/#charts-and-data,http://www.zillow.com/homedetails/79-Kensington-Dr-Bella-Vista-AR-72715/70675603_zpid/,05/19/2004,525000,19166,http://www.zillow.com/homes/70675603_zpid/,3664,628828.0,469044.0,1995,515433.0
1,7001,3,Kent Ln,Bella Vista,AR,72714,3 Kent Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70615169_zpid/,http://www.zillow.com/homedetails/3-Kent-Ln-Bella-Vista-AR-72714/70615169_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Kent-Ln-Bella-Vista-AR-72714/70615169_zpid/,03/14/2006,150000,11761,http://www.zillow.com/homes/70615169_zpid/,1518,150625.0,136279.0,2006,143452.0
2,7002,26,Kent Dr,Bella Vista,AR,72714,26 Kent Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70611826_zpid/,http://www.zillow.com/homedetails/26-Kent-Dr-Bella-Vista-AR-72714/70611826_zpid/#charts-and-data,http://www.zillow.com/homedetails/26-Kent-Dr-Bella-Vista-AR-72714/70611826_zpid/,11/29/2005,130000,10890,http://www.zillow.com/homes/70611826_zpid/,1446,143729.0,128672.0,2005,136885.0
3,7003,50,Kent Dr,Bella Vista,AR,72714,50 Kent Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70628161_zpid/,http://www.zillow.com/homedetails/50-Kent-Dr-Bella-Vista-AR-72714/70628161_zpid/#charts-and-data,http://www.zillow.com/homedetails/50-Kent-Dr-Bella-Vista-AR-72714/70628161_zpid/,04/21/2015,131810,14810,http://www.zillow.com/homes/70628161_zpid/,1480,146500.0,132548.0,2006,139524.0
4,7004,1,Kentallen Ln,Bella Vista,AR,72715,1 Kentallen Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70645742_zpid/,http://www.zillow.com/homedetails/1-Kentallen-Ln-Bella-Vista-AR-72715/70645742_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Kentallen-Ln-Bella-Vista-AR-72715/70645742_zpid/,06/13/2007,190000,13939,http://www.zillow.com/homes/70645742_zpid/,2148,213372.0,185190.0,1998,201294.0
5,7005,3,Kentallen Ln,Bella Vista,AR,72715,3 Kentallen Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70617901_zpid/,http://www.zillow.com/homedetails/3-Kentallen-Ln-Bella-Vista-AR-72715/70617901_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Kentallen-Ln-Bella-Vista-AR-72715/70617901_zpid/,07/01/2008,195000,13939,http://www.zillow.com/homes/70617901_zpid/,2011,198027.0,179167.0,2001,188597.0
6,7006,6,Kentallen Ln,Bella Vista,AR,72715,6 Kentallen Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70610757_zpid/,http://www.zillow.com/homedetails/6-Kentallen-Ln-Bella-Vista-AR-72715/70610757_zpid/#charts-and-data,http://www.zillow.com/homedetails/6-Kentallen-Ln-Bella-Vista-AR-72715/70610757_zpid/,04/07/2011,120000,14374,http://www.zillow.com/homes/70610757_zpid/,1886,176948.0,158411.0,1992,168522.0
7,7007,8,Kentallen Ln,Bella Vista,AR,72715,8 Kentallen Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70678981_zpid/,http://www.zillow.com/homedetails/8-Kentallen-Ln-Bella-Vista-AR-72715/70678981_zpid/#charts-and-data,http://www.zillow.com/homedetails/8-Kentallen-Ln-Bella-Vista-AR-72715/70678981_zpid/,09/12/2008,95000,12632,http://www.zillow.com/homes/70678981_zpid/,1948,180545.0,163351.0,,171948.0
8,7008,12,Kentallen Ln,Bella Vista,AR,72715,12 Kentallen Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70730654_zpid/,http://www.zillow.com/homedetails/12-Kentallen-Ln-Bella-Vista-AR-72715/70730654_zpid/#charts-and-data,http://www.zillow.com/homedetails/12-Kentallen-Ln-Bella-Vista-AR-72715/70730654_zpid/,08/03/2012,1000,11761,http://www.zillow.com/homes/70730654_zpid/,1160,120586.0,101427.0,2014,112697.0
9,7009,24,Kentallen Ln,Bella Vista,AR,72715,24 Kentallen Ln Bella Vista AR,3.0,3,http://www.zillow.com/homes/comps/70692292_zpid/,http://www.zillow.com/homedetails/24-Kentallen-Ln-Bella-Vista-AR-72715/70692292_zpid/#charts-and-data,http://www.zillow.com/homedetails/24-Kentallen-Ln-Bella-Vista-AR-72715/70692292_zpid/,02/08/2016,151000,13068,http://www.zillow.com/homes/70692292_zpid/,1934,200262.0,181190.0,2005,190726.0
10,7010,26,Kentallen Ln,Bella Vista,AR,72715,26 Kentallen Ln Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/70710519_zpid/,http://www.zillow.com/homedetails/26-Kentallen-Ln-Bella-Vista-AR-72715/70710519_zpid/#charts-and-data,http://www.zillow.com/homedetails/26-Kentallen-Ln-Bella-Vista-AR-72715/70710519_zpid/,05/18/2015,54900,11761,http://www.zillow.com/homes/70710519_zpid/,864,107601.0,81428.0,1985,96938.0
11,7011,29,Kentallen Ln,Bella Vista,AR,72715,29 Kentallen Ln Bella Vista AR,,,,,,,,,,,,,,
12,7012,1,Kenton Ln,Bella Vista,AR,72715,1 Kenton Ln Bella Vista AR,3.0,4,http://www.zillow.com/homes/comps/70659149_zpid/,http://www.zillow.com/homedetails/1-Kenton-Ln-Bella-Vista-AR-72715/70659149_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Kenton-Ln-Bella-Vista-AR-72715/70659149_zpid/,05/14/2015,179500,17424,http://www.zillow.com/homes/70659149_zpid/,3290,278842.0,211016.0,1982,251209.0
13,7013,2,Kenton Ln,Bella Vista,AR,72715,2 Kenton Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70646613_zpid/,http://www.zillow.com/homedetails/2-Kenton-Ln-Bella-Vista-AR-72715/70646613_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Kenton-Ln-Bella-Vista-AR-72715/70646613_zpid/,12/27/2010,93000,14810,http://www.zillow.com/homes/70646613_zpid/,1688,172012.0,146992.0,1980,156375.0
14,7014,3,Kenton Ln,Bella Vista,AR,72715,3 Kenton Ln Bella Vista AR,4.0,3,http://www.zillow.com/homes/comps/70645462_zpid/,http://www.zillow.com/homedetails/3-Kenton-Ln-Bella-Vista-AR-72715/70645462_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Kenton-Ln-Bella-Vista-AR-72715/70645462_zpid/,06/14/2011,209000,13939,http://www.zillow.com/homes/70645462_zpid/,3040,258476.0,200260.0,1983,232861.0
15,7015,5,Kenton Ln,Bella Vista,AR,72715,5 Kenton Ln Bella Vista AR,2.5,,http://www.zillow.com/homes/comps/70620571_zpid/,http://www.zillow.com/homedetails/5-Kenton-Ln-Bella-Vista-AR-72715/70620571_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Kenton-Ln-Bella-Vista-AR-72715/70620571_zpid/,10/20/2014,206000,14810,http://www.zillow.com/homes/70620571_zpid/,1912,280556.0,206072.0,,248280.0
16,7016,7,Kenton Ln,Bella Vista,AR,72715,7 Kenton Ln Bella Vista AR,3.5,,http://www.zillow.com/homes/comps/70626621_zpid/,http://www.zillow.com/homedetails/7-Kenton-Ln-Bella-Vista-AR-72715/70626621_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-Kenton-Ln-Bella-Vista-AR-72715/70626621_zpid/,01/07/2015,240000,13939,http://www.zillow.com/homes/70626621_zpid/,2319,250797.0,226911.0,1990,238854.0
17,7017,8,Kenton Ln,Bella Vista,AR,72715,8 Kenton Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70636270_zpid/,http://www.zillow.com/homedetails/8-Kenton-Ln-Bella-Vista-AR-72715/70636270_zpid/#charts-and-data,http://www.zillow.com/homedetails/8-Kenton-Ln-Bella-Vista-AR-72715/70636270_zpid/,07/01/2008,162000,12632,http://www.zillow.com/homes/70636270_zpid/,2564,212044.0,186282.0,,198172.0
18,7018,9,Kenton Ln,Bella Vista,AR,72715,9 Kenton Ln Bella Vista AR,2.5,3,http://www.zillow.com/homes/comps/70711084_zpid/,http://www.zillow.com/homedetails/9-Kenton-Ln-Bella-Vista-AR-72715/70711084_zpid/#charts-and-data,http://www.zillow.com/homedetails/9-Kenton-Ln-Bella-Vista-AR-72715/70711084_zpid/,10/25/2004,204000,15246,http://www.zillow.com/homes/70711084_zpid/,3544,318654.0,268956.0,,292343.0
19,7019,10,Kenton Ln,Bella Vista,AR,72715,10 Kenton Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70653888_zpid/,http://www.zillow.com/homedetails/10-Kenton-Ln-Bella-Vista-AR-72715/70653888_zpid/#charts-and-data,http://www.zillow.com/homedetails/10-Kenton-Ln-Bella-Vista-AR-72715/70653888_zpid/,03/19/2014,155000,17424,http://www.zillow.com/homes/70653888_zpid/,2282,213659.0,191487.0,1988,201565.0
20,7020,11,Kenton Ln,Bella Vista,AR,72715,11 Kenton Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70699901_zpid/,http://www.zillow.com/homedetails/11-Kenton-Ln-Bella-Vista-AR-72715/70699901_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Kenton-Ln-Bella-Vista-AR-72715/70699901_zpid/,03/10/2015,116500,13068,http://www.zillow.com/homes/70699901_zpid/,1996,195905.0,157424.0,1979,174915.0
21,7021,12,Kenton Ln,Bella Vista,AR,72715,12 Kenton Ln Bella Vista AR,2.5,3,http://www.zillow.com/homes/comps/70675008_zpid/,http://www.zillow.com/homedetails/12-Kenton-Ln-Bella-Vista-AR-72715/70675008_zpid/#charts-and-data,http://www.zillow.com/homedetails/12-Kenton-Ln-Bella-Vista-AR-72715/70675008_zpid/,07/03/2012,175000,16552,http://www.zillow.com/homes/70675008_zpid/,1953,196397.0,177693.0,1991,187045.0
