,NUMBER,STREET,CITY,REGION,POSTCODE,ADDRESS,bathrooms,bedrooms,comps_link,graphs_data,home_details,last_sold_date,last_sold_price,lot_size_sqft,map,sqft,valuation_range_high,valuation_range_low,year_built,zestimate
0,3188,Bella Vista Way,Bella Vista,AR,72714,3188 Bella Vista Way Bella Vista AR,,,,,,,,,,,,,,
1,3190,Bella Vista Way,Bella Vista,AR,72714,3190 Bella Vista Way Bella Vista AR,,,,,,,,,,,,,,
2,3210,Bella Vista Way,Bella Vista,AR,72714,3210 Bella Vista Way Bella Vista AR,,,http://www.zillow.com/homes/comps/2139446278_zpid/,,http://www.zillow.com/homedetails/3210-Bella-Vista-Way-Bella-Vista-AR-72714/2139446278_zpid/,,,,http://www.zillow.com/homes/2139446278_zpid/,,91980.0,64635.0,2009,82865.0
3,3401,Bella Vista Way,Bella Vista,AR,72714,3401 Bella Vista Way Bella Vista AR,,,,,,,,,,,,,,
4,3403,Bella Vista Way,Bella Vista,AR,72714,3403 Bella Vista Way Bella Vista AR,,,,,,,,,,,,,,
5,3404,Bella Vista Way,Bella Vista,AR,72714,3404 Bella Vista Way Bella Vista AR,,,,,,,,,,,,,,
6,3405,Bella Vista Way,Bella Vista,AR,72714,3405 Bella Vista Way Bella Vista AR,,,,,,,,,,,,,,
7,3406,Bella Vista Way,Bella Vista,AR,72714,3406 Bella Vista Way Bella Vista AR,,,,,,,,,,,,,,
8,3407,Bella Vista Way,Bella Vista,AR,72714,3407 Bella Vista Way Bella Vista AR,,,,,,,,,,,,,,
9,3463,Bella Vista Way,Bella Vista,AR,72714,3463 Bella Vista Way Bella Vista AR,,,http://www.zillow.com/homes/comps/2127170917_zpid/,,http://www.zillow.com/homedetails/3463-Bella-Vista-Way-Bella-Vista-AR-72714/2127170917_zpid/,,,14374,http://www.zillow.com/homes/2127170917_zpid/,,,,,
10,3465,Bella Vista Way,Bella Vista,AR,72714,3465 Bella Vista Way Bella Vista AR,,,,,,,,,,,,,,
11,3499,Bella Vista Way,Bella Vista,AR,72714,3499 Bella Vista Way Bella Vista AR,,,,,,,,,,,,,,
12,10,Birch Trl,Bella Vista,AR,72714,10 Birch Trl Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/94645996_zpid/,http://www.zillow.com/homedetails/10-Birch-Trl-Bella-Vista-AR/94645996_zpid/#charts-and-data,http://www.zillow.com/homedetails/10-Birch-Trl-Bella-Vista-AR/94645996_zpid/,,,14810,http://www.zillow.com/homes/94645996_zpid/,648,81161.0,52899.0,,72465.0
13,2,Blowing Springs Rd,Bella Vista,AR,72714,2 Blowing Springs Rd Bella Vista AR,,,http://www.zillow.com/homes/comps/94646023_zpid/,http://www.zillow.com/homedetails/2-Blowing-Springs-Rd-Bella-Vista-AR-72714/94646023_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Blowing-Springs-Rd-Bella-Vista-AR-72714/94646023_zpid/,,,800197,http://www.zillow.com/homes/94646023_zpid/,,240906.0,186247.0,,202442.0
14,651,Blowing Springs Rd,Bella Vista,AR,72714,651 Blowing Springs Rd Bella Vista AR,,,,,,,,,,,,,,
15,9549,Cedar Crest Dr,Bella Vista,AR,72714,9549 Cedar Crest Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70642931_zpid/,http://www.zillow.com/homedetails/9549-Cedar-Crest-Dr-Bella-Vista-AR-72714/70642931_zpid/#charts-and-data,http://www.zillow.com/homedetails/9549-Cedar-Crest-Dr-Bella-Vista-AR-72714/70642931_zpid/,03/11/2015,110000,18730,http://www.zillow.com/homes/70642931_zpid/,1590,145192.0,131364.0,1995,138278.0
16,9597,Cedar Crest Dr,Bella Vista,AR,72714,9597 Cedar Crest Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/70662285_zpid/,http://www.zillow.com/homedetails/9597-Cedar-Crest-Dr-Bella-Vista-AR-72714/70662285_zpid/#charts-and-data,http://www.zillow.com/homedetails/9597-Cedar-Crest-Dr-Bella-Vista-AR-72714/70662285_zpid/,07/13/2005,56000,30056,http://www.zillow.com/homes/70662285_zpid/,612,74866.0,45052.0,1996,66253.0
17,9620,Cedar Crest Dr,Bella Vista,AR,72714,9620 Cedar Crest Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70675352_zpid/,http://www.zillow.com/homedetails/9620-Cedar-Crest-Dr-Bella-Vista-AR-72714/70675352_zpid/#charts-and-data,http://www.zillow.com/homedetails/9620-Cedar-Crest-Dr-Bella-Vista-AR-72714/70675352_zpid/,03/17/2008,95000,13068,http://www.zillow.com/homes/70675352_zpid/,1056,,,,
18,9743,Cedar Crest Dr,Bella Vista,AR,72714,9743 Cedar Crest Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/114447669_zpid/,http://www.zillow.com/homedetails/9743-Cedar-Crest-Dr-Bella-Vista-AR-72714/114447669_zpid/#charts-and-data,http://www.zillow.com/homedetails/9743-Cedar-Crest-Dr-Bella-Vista-AR-72714/114447669_zpid/,,,6534,http://www.zillow.com/homes/114447669_zpid/,,125395.0,108676.0,,119424.0
19,9749,Cedar Crest Dr,Bella Vista,AR,72714,9749 Cedar Crest Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94647014_zpid/,http://www.zillow.com/homedetails/9749-Cedar-Crest-Dr-Bella-Vista-AR-72714/94647014_zpid/#charts-and-data,http://www.zillow.com/homedetails/9749-Cedar-Crest-Dr-Bella-Vista-AR-72714/94647014_zpid/,07/16/2015,15650,13068,http://www.zillow.com/homes/94647014_zpid/,,131133.0,117396.0,,124889.0
20,13454,Cedar Crest Spur,Bella Vista,AR,72714,13454 Cedar Crest Spur Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/94650008_zpid/,http://www.zillow.com/homedetails/13454-Cedar-Crest-Spur-Bella-Vista-AR-72714/94650008_zpid/#charts-and-data,http://www.zillow.com/homedetails/13454-Cedar-Crest-Spur-Bella-Vista-AR-72714/94650008_zpid/,06/05/2007,69000,9583,http://www.zillow.com/homes/94650008_zpid/,940,93882.0,76497.0,,86928.0
21,13462,Cedar Crest Spur,Bella Vista,AR,72714,13462 Cedar Crest Spur Bella Vista AR,,,,,,,,,,,,,,
22,13480,Cedar Crest Spur,Bella Vista,AR,72714,13480 Cedar Crest Spur Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/70628754_zpid/,http://www.zillow.com/homedetails/13480-Cedar-Crest-Spur-Bella-Vista-AR-72714/70628754_zpid/#charts-and-data,http://www.zillow.com/homedetails/13480-Cedar-Crest-Spur-Bella-Vista-AR-72714/70628754_zpid/,10/23/2001,1000,5227,http://www.zillow.com/homes/70628754_zpid/,600,76101.0,44611.0,,65604.0
23,13482,Cedar Crest Spur,Bella Vista,AR,72714,13482 Cedar Crest Spur Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/70699899_zpid/,http://www.zillow.com/homedetails/13482-Cedar-Crest-Spur-Bella-Vista-AR-72714/70699899_zpid/#charts-and-data,http://www.zillow.com/homedetails/13482-Cedar-Crest-Spur-Bella-Vista-AR-72714/70699899_zpid/,,,4792,http://www.zillow.com/homes/70699899_zpid/,932,91399.0,76878.0,,85420.0
24,27,Cold Cave Dr,Bella Vista,AR,72714,27 Cold Cave Dr Bella Vista AR,,,,,,,,,,,,,,
25,53,Cold Cave Dr,Bella Vista,AR,72714,53 Cold Cave Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94646909_zpid/,http://www.zillow.com/homedetails/53-Cold-Cave-Bella-Vista-AR-72714/94646909_zpid/#charts-and-data,http://www.zillow.com/homedetails/53-Cold-Cave-Bella-Vista-AR-72714/94646909_zpid/,04/25/2016,155000,33977,http://www.zillow.com/homes/94646909_zpid/,952,83451.0,56683.0,,78727.0
26,1,Crest Loop,Bella Vista,AR,72714,1 Crest Loop Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70646877_zpid/,http://www.zillow.com/homedetails/1-Crest-Loop-Bella-Vista-AR-72714/70646877_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Crest-Loop-Bella-Vista-AR-72714/70646877_zpid/,02/04/2014,25000,8276,http://www.zillow.com/homes/70646877_zpid/,1700,131313.0,93301.0,1977,115187.0
27,3,Crest Loop,Bella Vista,AR,72714,3 Crest Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/70718997_zpid/,http://www.zillow.com/homedetails/3-Crest-Loop-Bella-Vista-AR-72714/70718997_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Crest-Loop-Bella-Vista-AR-72714/70718997_zpid/,04/06/2010,33000,7841,http://www.zillow.com/homes/70718997_zpid/,1248,109247.0,75410.0,,96679.0
28,201,Dartmoor Rd,Bella Vista,AR,72714,201 Dartmoor Rd Bella Vista AR,,,,,,,,,,,,,,
29,2,Deepwood Ave,Bella Vista,AR,72714,2 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94644741_zpid/,http://www.zillow.com/homedetails/2-Deepwood-Ave-Bella-Vista-AR-72714/94644741_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Deepwood-Ave-Bella-Vista-AR-72714/94644741_zpid/,07/03/2003,37000,9583,http://www.zillow.com/homes/94644741_zpid/,938,91626.0,66037.0,,82546.0
30,3,Deepwood Ave,Bella Vista,AR,72714,3 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94650011_zpid/,http://www.zillow.com/homedetails/3-Deepwood-Ave-Bella-Vista-AR-72714/94650011_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Deepwood-Ave-Bella-Vista-AR-72714/94650011_zpid/,08/31/1993,18000,6534,http://www.zillow.com/homes/94650011_zpid/,552,79755.0,44454.0,,65373.0
31,4,Deepwood Ave,Bella Vista,AR,72714,4 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94649283_zpid/,http://www.zillow.com/homedetails/4-Deepwood-Ave-Bella-Vista-AR-72714/94649283_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Deepwood-Ave-Bella-Vista-AR-72714/94649283_zpid/,11/01/2001,10000,13939,http://www.zillow.com/homes/94649283_zpid/,564,80385.0,44280.0,,68123.0
32,5,Deepwood Ave,Bella Vista,AR,72714,5 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94650267_zpid/,http://www.zillow.com/homedetails/5-Deepwood-Ave-Bella-Vista-AR-72714/94650267_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Deepwood-Ave-Bella-Vista-AR-72714/94650267_zpid/,08/24/1999,26000,6970,http://www.zillow.com/homes/94650267_zpid/,910,86872.0,62165.0,,79699.0
33,7,Deepwood Ave,Bella Vista,AR,72714,7 Deepwood Ave Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/94648577_zpid/,http://www.zillow.com/homedetails/7-Deepwood-Ave-Bella-Vista-AR-72714/94648577_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-Deepwood-Ave-Bella-Vista-AR-72714/94648577_zpid/,09/30/2014,45000,6534,http://www.zillow.com/homes/94648577_zpid/,1440,116114.0,80547.0,1982,104607.0
34,8,Deepwood Ave,Bella Vista,AR,72714,8 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94650997_zpid/,http://www.zillow.com/homedetails/8-Deepwood-Ave-Bella-Vista-AR-72714/94650997_zpid/#charts-and-data,http://www.zillow.com/homedetails/8-Deepwood-Ave-Bella-Vista-AR-72714/94650997_zpid/,11/09/2012,10000,5227,http://www.zillow.com/homes/94650997_zpid/,924,90059.0,64907.0,,81134.0
35,9,Deepwood Ave,Bella Vista,AR,72714,9 Deepwood Ave Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/94649438_zpid/,http://www.zillow.com/homedetails/9-Deepwood-Ave-Bella-Vista-AR-72714/94649438_zpid/#charts-and-data,http://www.zillow.com/homedetails/9-Deepwood-Ave-Bella-Vista-AR-72714/94649438_zpid/,06/07/2013,15000,5662,http://www.zillow.com/homes/94649438_zpid/,924,81489.0,63381.0,1990,75453.0
36,10,Deepwood Ave,Bella Vista,AR,72714,10 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/70612915_zpid/,http://www.zillow.com/homedetails/10-Deepwood-Ave-Bella-Vista-AR-72714/70612915_zpid/#charts-and-data,http://www.zillow.com/homedetails/10-Deepwood-Ave-Bella-Vista-AR-72714/70612915_zpid/,10/27/2014,1226,5227,http://www.zillow.com/homes/70612915_zpid/,980,92619.0,72226.0,,84972.0
37,11,Deepwood Ave,Bella Vista,AR,72714,11 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94647920_zpid/,http://www.zillow.com/homedetails/11-Deepwood-Ave-Bella-Vista-AR-72714/94647920_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Deepwood-Ave-Bella-Vista-AR-72714/94647920_zpid/,09/29/2008,17000,5663,http://www.zillow.com/homes/94647920_zpid/,980,96256.0,70701.0,,85182.0
38,13,Deepwood Ave,Bella Vista,AR,72714,13 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94647990_zpid/,http://www.zillow.com/homedetails/13-Deepwood-Ave-Bella-Vista-AR-72714/94647990_zpid/#charts-and-data,http://www.zillow.com/homedetails/13-Deepwood-Ave-Bella-Vista-AR-72714/94647990_zpid/,12/09/2002,29000,5663,http://www.zillow.com/homes/94647990_zpid/,1056,98277.0,76340.0,,87747.0
39,14,Deepwood Ave,Bella Vista,AR,72714,14 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/70617403_zpid/,http://www.zillow.com/homedetails/14-Deepwood-Ave-Bella-Vista-AR-72714/70617403_zpid/#charts-and-data,http://www.zillow.com/homedetails/14-Deepwood-Ave-Bella-Vista-AR-72714/70617403_zpid/,02/21/2007,1000,4792,http://www.zillow.com/homes/70617403_zpid/,784,87445.0,55145.0,,78779.0
40,15,Deepwood Ave,Bella Vista,AR,72714,15 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/70724648_zpid/,http://www.zillow.com/homedetails/15-Deepwood-Ave-Bella-Vista-AR-72714/70724648_zpid/#charts-and-data,http://www.zillow.com/homedetails/15-Deepwood-Ave-Bella-Vista-AR-72714/70724648_zpid/,06/09/2010,12000,5663,http://www.zillow.com/homes/70724648_zpid/,552,79488.0,47282.0,,68524.0
41,16,Deepwood Ave,Bella Vista,AR,72714,16 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94644786_zpid/,http://www.zillow.com/homedetails/16-Deepwood-Ave-Bella-Vista-AR-72714/94644786_zpid/#charts-and-data,http://www.zillow.com/homedetails/16-Deepwood-Ave-Bella-Vista-AR-72714/94644786_zpid/,10/01/2012,10000,5663,http://www.zillow.com/homes/94644786_zpid/,552,78222.0,47203.0,,67433.0
42,17,Deepwood Ave,Bella Vista,AR,72714,17 Deepwood Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94646364_zpid/,http://www.zillow.com/homedetails/17-Deepwood-Ave-Bella-Vista-AR-72714/94646364_zpid/#charts-and-data,http://www.zillow.com/homedetails/17-Deepwood-Ave-Bella-Vista-AR-72714/94646364_zpid/,04/12/2000,10000,6970,http://www.zillow.com/homes/94646364_zpid/,552,82087.0,44522.0,,69565.0
43,2471,Forest Hills Blvd,Bella Vista,AR,72715,2471 Forest Hills Blvd Bella Vista AR,,0,http://www.zillow.com/homes/comps/70691809_zpid/,http://www.zillow.com/homedetails/2471-Forest-Hills-Blvd-Bella-Vista-AR-72715/70691809_zpid/#charts-and-data,http://www.zillow.com/homedetails/2471-Forest-Hills-Blvd-Bella-Vista-AR-72715/70691809_zpid/,06/09/2014,153000,2310858,http://www.zillow.com/homes/70691809_zpid/,320,,,,
44,2531,Forest Hills Blvd,Bella Vista,AR,72715,2531 Forest Hills Blvd Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/94646981_zpid/,http://www.zillow.com/homedetails/2531-Forest-Hills-Blvd-Bella-Vista-AR-72715/94646981_zpid/#charts-and-data,http://www.zillow.com/homedetails/2531-Forest-Hills-Blvd-Bella-Vista-AR-72715/94646981_zpid/,07/18/2014,290000,121968,http://www.zillow.com/homes/94646981_zpid/,2379,209367.0,167110.0,,192080.0
45,2533,Forest Hills Blvd,Bella Vista,AR,72715,2533 Forest Hills Blvd Bella Vista AR,,,,,,,,,,,,,,
46,2551,Forest Hills Blvd,Bella Vista,AR,72715,2551 Forest Hills Blvd Bella Vista AR,3.0,,http://www.zillow.com/homes/comps/124219700_zpid/,http://www.zillow.com/homedetails/2551-Forest-Hills-Blvd-Bella-Vista-AR-72715/124219700_zpid/#charts-and-data,http://www.zillow.com/homedetails/2551-Forest-Hills-Blvd-Bella-Vista-AR-72715/124219700_zpid/,,,497891,http://www.zillow.com/homes/124219700_zpid/,3646,484915.0,438733.0,,461824.0
47,2553,Forest Hills Blvd,Bella Vista,AR,72715,2553 Forest Hills Blvd Bella Vista AR,,,,,,,,,,,,,,
48,2555,Forest Hills Blvd,Bella Vista,AR,72715,2555 Forest Hills Blvd Bella Vista AR,3.0,3,http://www.zillow.com/homes/comps/70720424_zpid/,http://www.zillow.com/homedetails/2555-Forest-Hills-Blvd-Bella-Vista-AR-72715/70720424_zpid/#charts-and-data,http://www.zillow.com/homedetails/2555-Forest-Hills-Blvd-Bella-Vista-AR-72715/70720424_zpid/,04/15/2002,112000,217800,http://www.zillow.com/homes/70720424_zpid/,2220,170253.0,138613.0,1997,150666.0
49,2587,Forest Hills Blvd,Bella Vista,AR,72715,2587 Forest Hills Blvd Bella Vista AR,,,,,,,,,,,,,,
50,2593,Forest Hills Blvd,Bella Vista,AR,72715,2593 Forest Hills Blvd Bella Vista AR,,,,,,,,,,,,,,
51,2631,Forest Hills Blvd,Bella Vista,AR,72715,2631 Forest Hills Blvd Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70664407_zpid/,http://www.zillow.com/homedetails/2631-Forest-Hills-Blvd-Bella-Vista-AR-72715/70664407_zpid/#charts-and-data,http://www.zillow.com/homedetails/2631-Forest-Hills-Blvd-Bella-Vista-AR-72715/70664407_zpid/,,,1911413,http://www.zillow.com/homes/70664407_zpid/,3378,339860.0,212050.0,,290479.0
52,13279,Glasgow Dr,Bella Vista,AR,72715,13279 Glasgow Dr Bella Vista AR,,0,http://www.zillow.com/homes/comps/70629586_zpid/,http://www.zillow.com/homedetails/13279-Glasgow-Dr-Bella-Vista-AR-72715/70629586_zpid/#charts-and-data,http://www.zillow.com/homedetails/13279-Glasgow-Dr-Bella-Vista-AR-72715/70629586_zpid/,,,3196868,http://www.zillow.com/homes/70629586_zpid/,1092,,,,
53,13680,Haley Rd,Bella Vista,AR,72714,13680 Haley Rd Bella Vista AR,3.0,,http://www.zillow.com/homes/comps/70704938_zpid/,http://www.zillow.com/homedetails/13680-Haley-Rd-Bella-Vista-AR-72714/70704938_zpid/#charts-and-data,http://www.zillow.com/homedetails/13680-Haley-Rd-Bella-Vista-AR-72714/70704938_zpid/,07/13/1993,166000,228254,http://www.zillow.com/homes/70704938_zpid/,1938,359271.0,257938.0,,307069.0
54,13681,Haley Rd,Bella Vista,AR,72714,13681 Haley Rd Bella Vista AR,,0,http://www.zillow.com/homes/comps/70645495_zpid/,http://www.zillow.com/homedetails/13681-Haley-Rd-Bella-Vista-AR-72714/70645495_zpid/#charts-and-data,http://www.zillow.com/homedetails/13681-Haley-Rd-Bella-Vista-AR-72714/70645495_zpid/,05/31/2016,265000,152460,http://www.zillow.com/homes/70645495_zpid/,3123,334395.0,259391.0,2001,312519.0
55,13683,Haley Rd,Bella Vista,AR,72714,13683 Haley Rd Bella Vista AR,,,,,,,,,,,,,,
56,13684,Haley Rd,Bella Vista,AR,72714,13684 Haley Rd Bella Vista AR,3.0,4,http://www.zillow.com/homes/comps/70723521_zpid/,http://www.zillow.com/homedetails/13684-Haley-Rd-Bella-Vista-AR-72714/70723521_zpid/#charts-and-data,http://www.zillow.com/homedetails/13684-Haley-Rd-Bella-Vista-AR-72714/70723521_zpid/,03/24/2015,350000,299257,http://www.zillow.com/homes/70723521_zpid/,3308,420256.0,380232.0,1994,400244.0
57,13688,Haley Rd,Bella Vista,AR,72714,13688 Haley Rd Bella Vista AR,3.0,3,http://www.zillow.com/homes/comps/70701145_zpid/,http://www.zillow.com/homedetails/13688-Haley-Rd-Bella-Vista-AR-72714/70701145_zpid/#charts-and-data,http://www.zillow.com/homedetails/13688-Haley-Rd-Bella-Vista-AR-72714/70701145_zpid/,,,45738,http://www.zillow.com/homes/70701145_zpid/,3400,337396.0,211587.0,1987,285929.0
58,3,Inspiration Dr,Bella Vista,AR,72714,3 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/70721889_zpid/,http://www.zillow.com/homedetails/3-Inspiration-Dr-Bella-Vista-AR-72714/70721889_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Inspiration-Dr-Bella-Vista-AR-72714/70721889_zpid/,10/08/2004,56000,4356,http://www.zillow.com/homes/70721889_zpid/,1344,110575.0,77008.0,1996,98728.0
59,6,Inspiration Dr,Bella Vista,AR,72714,6 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94644562_zpid/,http://www.zillow.com/homedetails/6-Inspiration-Dr-Bella-Vista-AR-72714/94644562_zpid/#charts-and-data,http://www.zillow.com/homedetails/6-Inspiration-Dr-Bella-Vista-AR-72714/94644562_zpid/,08/15/2008,35000,8276,http://www.zillow.com/homes/94644562_zpid/,780,85157.0,53983.0,,76033.0
60,7,Inspiration Dr,Bella Vista,AR,72714,7 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/70617509_zpid/,http://www.zillow.com/homedetails/7-Inspiration-Dr-Bella-Vista-AR-72714/70617509_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-Inspiration-Dr-Bella-Vista-AR-72714/70617509_zpid/,11/21/2008,8000,13068,http://www.zillow.com/homes/70617509_zpid/,924,91812.0,66400.0,,81975.0
61,8,Inspiration Dr,Bella Vista,AR,72714,8 Inspiration Dr Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/70656802_zpid/,http://www.zillow.com/homedetails/8-Inspiration-Dr-Bella-Vista-AR-72714/70656802_zpid/#charts-and-data,http://www.zillow.com/homedetails/8-Inspiration-Dr-Bella-Vista-AR-72714/70656802_zpid/,09/09/2014,26000,5662,http://www.zillow.com/homes/70656802_zpid/,928,83557.0,59793.0,1997,76658.0
62,10,Inspiration Dr,Bella Vista,AR,72714,10 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94644871_zpid/,http://www.zillow.com/homedetails/10-Inspiration-Dr-Bella-Vista-AR-72714/94644871_zpid/#charts-and-data,http://www.zillow.com/homedetails/10-Inspiration-Dr-Bella-Vista-AR-72714/94644871_zpid/,07/27/1998,18000,5663,http://www.zillow.com/homes/94644871_zpid/,552,72836.0,43095.0,,60697.0
63,11,Inspiration Dr,Bella Vista,AR,72714,11 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94650014_zpid/,http://www.zillow.com/homedetails/11-Inspiration-Dr-Bella-Vista-AR-72714/94650014_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Inspiration-Dr-Bella-Vista-AR-72714/94650014_zpid/,03/16/1998,27000,10019,http://www.zillow.com/homes/94650014_zpid/,784,86443.0,54314.0,,76498.0
64,12,Inspiration Dr,Bella Vista,AR,72714,12 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94647258_zpid/,http://www.zillow.com/homedetails/12-Inspiration-Dr-Bella-Vista-AR-72714/94647258_zpid/#charts-and-data,http://www.zillow.com/homedetails/12-Inspiration-Dr-Bella-Vista-AR-72714/94647258_zpid/,,,5663,http://www.zillow.com/homes/94647258_zpid/,552,71924.0,42912.0,,60440.0
65,13,Inspiration Dr,Bella Vista,AR,72714,13 Inspiration Dr Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/94649912_zpid/,http://www.zillow.com/homedetails/13-Inspiration-Dr-Bella-Vista-AR-72714/94649912_zpid/#charts-and-data,http://www.zillow.com/homedetails/13-Inspiration-Dr-Bella-Vista-AR-72714/94649912_zpid/,05/17/2007,15000,10018,http://www.zillow.com/homes/94649912_zpid/,980,33078.0,26277.0,1974,30914.0
66,14,Inspiration Dr,Bella Vista,AR,72714,14 Inspiration Dr Bella Vista AR,1.5,2,http://www.zillow.com/homes/comps/94645098_zpid/,http://www.zillow.com/homedetails/14-Inspiration-Dr-Bella-Vista-AR-72714/94645098_zpid/#charts-and-data,http://www.zillow.com/homedetails/14-Inspiration-Dr-Bella-Vista-AR-72714/94645098_zpid/,09/14/2012,19000,6098,http://www.zillow.com/homes/94645098_zpid/,944,80028.0,59643.0,1983,75498.0
67,15,Inspiration Dr,Bella Vista,AR,72714,15 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94646644_zpid/,http://www.zillow.com/homedetails/15-Inspiration-Dr-Bella-Vista-AR-72714/94646644_zpid/#charts-and-data,http://www.zillow.com/homedetails/15-Inspiration-Dr-Bella-Vista-AR-72714/94646644_zpid/,11/02/2000,9000,12632,http://www.zillow.com/homes/94646644_zpid/,552,71565.0,42699.0,,60139.0
68,18,Inspiration Dr,Bella Vista,AR,72714,18 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94646346_zpid/,http://www.zillow.com/homedetails/18-Inspiration-Dr-Bella-Vista-AR-72714/94646346_zpid/#charts-and-data,http://www.zillow.com/homedetails/18-Inspiration-Dr-Bella-Vista-AR-72714/94646346_zpid/,06/26/2003,33000,8712,http://www.zillow.com/homes/94646346_zpid/,1120,97866.0,76706.0,1985,88168.0
69,21,Inspiration Dr,Bella Vista,AR,72714,21 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/70677047_zpid/,http://www.zillow.com/homedetails/21-Inspiration-Dr-Bella-Vista-AR-72714/70677047_zpid/#charts-and-data,http://www.zillow.com/homedetails/21-Inspiration-Dr-Bella-Vista-AR-72714/70677047_zpid/,05/21/2003,12000,10890,http://www.zillow.com/homes/70677047_zpid/,952,91596.0,62972.0,,81782.0
70,23,Inspiration Dr,Bella Vista,AR,72714,23 Inspiration Dr Bella Vista AR,,,,,,,,,,,,,,
71,25,Inspiration Dr,Bella Vista,AR,72714,25 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/70639969_zpid/,http://www.zillow.com/homedetails/25-Inspiration-Dr-Bella-Vista-AR-72714/70639969_zpid/#charts-and-data,http://www.zillow.com/homedetails/25-Inspiration-Dr-Bella-Vista-AR-72714/70639969_zpid/,07/03/2003,9000,7405,http://www.zillow.com/homes/70639969_zpid/,1456,141661.0,126820.0,2004,134915.0
72,27,Inspiration Dr,Bella Vista,AR,72714,27 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/70630360_zpid/,http://www.zillow.com/homedetails/27-Inspiration-Dr-Bella-Vista-AR-72714/70630360_zpid/#charts-and-data,http://www.zillow.com/homedetails/27-Inspiration-Dr-Bella-Vista-AR-72714/70630360_zpid/,,,8712,http://www.zillow.com/homes/70630360_zpid/,924,82586.0,53037.0,1982,75767.0
73,43,Inspiration Dr,Bella Vista,AR,72714,43 Inspiration Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94646056_zpid/,http://www.zillow.com/homedetails/43-Inspiration-Dr-Bella-Vista-AR-72714/94646056_zpid/#charts-and-data,http://www.zillow.com/homedetails/43-Inspiration-Dr-Bella-Vista-AR-72714/94646056_zpid/,01/25/2002,30000,10019,http://www.zillow.com/homes/94646056_zpid/,784,87793.0,61455.0,,79812.0
