,NUMBER,STREET,CITY,REGION,POSTCODE,ADDRESS,bathrooms,bedrooms,comps_link,graphs_data,home_details,last_sold_date,last_sold_price,lot_size_sqft,map,sqft,valuation_range_high,valuation_range_low,year_built,zestimate
161,12,Pisgah Loop,Bella Vista,AR,72714,12 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94646221_zpid/,http://www.zillow.com/homedetails/12-Pisgah-Loop-Bella-Vista-AR-72714/94646221_zpid/#charts-and-data,http://www.zillow.com/homedetails/12-Pisgah-Loop-Bella-Vista-AR-72714/94646221_zpid/,10/29/2002,36000,10890,http://www.zillow.com/homes/94646221_zpid/,1200,105554.0,75925.0,,92591.0
162,13,Pisgah Loop,Bella Vista,AR,72714,13 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94645037_zpid/,http://www.zillow.com/homedetails/13-Pisgah-Loop-Bella-Vista-AR-72714/94645037_zpid/#charts-and-data,http://www.zillow.com/homedetails/13-Pisgah-Loop-Bella-Vista-AR-72714/94645037_zpid/,10/04/2012,27000,10019,http://www.zillow.com/homes/94645037_zpid/,1088,97754.0,78203.0,,88867.0
163,14,Pisgah Loop,Bella Vista,AR,72714,14 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/70711586_zpid/,http://www.zillow.com/homedetails/14-Pisgah-Loop-Bella-Vista-AR-72714/70711586_zpid/#charts-and-data,http://www.zillow.com/homedetails/14-Pisgah-Loop-Bella-Vista-AR-72714/70711586_zpid/,03/21/2007,39000,12632,http://www.zillow.com/homes/70711586_zpid/,980,94641.0,65066.0,,84501.0
164,15,Pisgah Loop,Bella Vista,AR,72714,15 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/70697977_zpid/,http://www.zillow.com/homedetails/15-Pisgah-Loop-Bella-Vista-AR-72714/70697977_zpid/#charts-and-data,http://www.zillow.com/homedetails/15-Pisgah-Loop-Bella-Vista-AR-72714/70697977_zpid/,10/25/2011,13000,8712,http://www.zillow.com/homes/70697977_zpid/,840,86327.0,51796.0,1990,75067.0
165,16,Pisgah Loop,Bella Vista,AR,72714,16 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94644503_zpid/,http://www.zillow.com/homedetails/16-Pisgah-Loop-Bella-Vista-AR-72714/94644503_zpid/#charts-and-data,http://www.zillow.com/homedetails/16-Pisgah-Loop-Bella-Vista-AR-72714/94644503_zpid/,10/17/2002,29000,9583,http://www.zillow.com/homes/94644503_zpid/,896,91180.0,61872.0,,81411.0
166,17,Pisgah Loop,Bella Vista,AR,72714,17 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94646993_zpid/,http://www.zillow.com/homedetails/17-Pisgah-Loop-Bella-Vista-AR-72714/94646993_zpid/#charts-and-data,http://www.zillow.com/homedetails/17-Pisgah-Loop-Bella-Vista-AR-72714/94646993_zpid/,12/05/2012,29000,12197,http://www.zillow.com/homes/94646993_zpid/,980,93226.0,64670.0,,83987.0
167,18,Pisgah Loop,Bella Vista,AR,72714,18 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94645101_zpid/,http://www.zillow.com/homedetails/18-Pisgah-Loop-Bella-Vista-AR-72714/94645101_zpid/#charts-and-data,http://www.zillow.com/homedetails/18-Pisgah-Loop-Bella-Vista-AR-72714/94645101_zpid/,02/28/2012,5000,6970,http://www.zillow.com/homes/94645101_zpid/,552,80268.0,43844.0,,67452.0
168,20,Pisgah Loop,Bella Vista,AR,72714,20 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94650019_zpid/,http://www.zillow.com/homedetails/20-Pisgah-Loop-Bella-Vista-AR-72714/94650019_zpid/#charts-and-data,http://www.zillow.com/homedetails/20-Pisgah-Loop-Bella-Vista-AR-72714/94650019_zpid/,02/25/2000,13000,7405,http://www.zillow.com/homes/94650019_zpid/,980,93209.0,74396.0,,85513.0
169,22,Pisgah Loop,Bella Vista,AR,72714,22 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/70622809_zpid/,http://www.zillow.com/homedetails/22-Pisgah-Loop-Bella-Vista-AR-72714/70622809_zpid/#charts-and-data,http://www.zillow.com/homedetails/22-Pisgah-Loop-Bella-Vista-AR-72714/70622809_zpid/,12/05/1995,37000,9148,http://www.zillow.com/homes/70622809_zpid/,980,94026.0,75048.0,,86262.0
170,25,Pisgah Loop,Bella Vista,AR,72714,25 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/70669407_zpid/,http://www.zillow.com/homedetails/25-Pisgah-Loop-Bella-Vista-AR-72714/70669407_zpid/#charts-and-data,http://www.zillow.com/homedetails/25-Pisgah-Loop-Bella-Vista-AR-72714/70669407_zpid/,02/19/2016,23500,9148,http://www.zillow.com/homes/70669407_zpid/,1344,115956.0,92336.0,,107367.0
171,26,Pisgah Loop,Bella Vista,AR,72714,26 Pisgah Loop Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94649883_zpid/,http://www.zillow.com/homedetails/26-Pisgah-Loop-Bella-Vista-AR-72714/94649883_zpid/#charts-and-data,http://www.zillow.com/homedetails/26-Pisgah-Loop-Bella-Vista-AR-72714/94649883_zpid/,,,7841,http://www.zillow.com/homes/94649883_zpid/,1140,98113.0,81319.0,,88390.0
172,27,Pisgah Loop,Bella Vista,AR,72714,27 Pisgah Loop Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/94645587_zpid/,http://www.zillow.com/homedetails/27-Pisgah-Loop-Bella-Vista-AR-72714/94645587_zpid/#charts-and-data,http://www.zillow.com/homedetails/27-Pisgah-Loop-Bella-Vista-AR-72714/94645587_zpid/,07/11/2003,29000,6969,http://www.zillow.com/homes/94645587_zpid/,980,77783.0,60336.0,,72694.0
173,28,Pisgah Loop,Bella Vista,AR,72714,28 Pisgah Loop Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/94650719_zpid/,http://www.zillow.com/homedetails/28-Pisgah-Loop-Bella-Vista-AR-72714/94650719_zpid/#charts-and-data,http://www.zillow.com/homedetails/28-Pisgah-Loop-Bella-Vista-AR-72714/94650719_zpid/,09/12/2014,14000,10454,http://www.zillow.com/homes/94650719_zpid/,552,65809.0,44465.0,1966,59287.0
174,28,Pisgah Loop,Bella Vista,AR,72714,28 Pisgah Loop Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/94650719_zpid/,http://www.zillow.com/homedetails/28-Pisgah-Loop-Bella-Vista-AR-72714/94650719_zpid/#charts-and-data,http://www.zillow.com/homedetails/28-Pisgah-Loop-Bella-Vista-AR-72714/94650719_zpid/,09/12/2014,14000,10454,http://www.zillow.com/homes/94650719_zpid/,552,65809.0,44465.0,1966,59287.0
175,36,Pisgah Loop,Bella Vista,AR,72714,36 Pisgah Loop Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70679635_zpid/,http://www.zillow.com/homedetails/36-Pisgah-Loop-Bella-Vista-AR-72714/70679635_zpid/#charts-and-data,http://www.zillow.com/homedetails/36-Pisgah-Loop-Bella-Vista-AR-72714/70679635_zpid/,05/27/2011,85000,10454,http://www.zillow.com/homes/70679635_zpid/,1560,148107.0,127536.0,2011,137136.0
176,40,Pisgah Loop,Bella Vista,AR,72714,40 Pisgah Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94645962_zpid/,http://www.zillow.com/homedetails/40-Pisgah-Loop-Bella-Vista-AR-72714/94645962_zpid/#charts-and-data,http://www.zillow.com/homedetails/40-Pisgah-Loop-Bella-Vista-AR-72714/94645962_zpid/,11/14/2012,11000,10019,http://www.zillow.com/homes/94645962_zpid/,552,74634.0,44158.0,,62195.0
177,12,Redbud Dr,Bella Vista,AR,72714,12 Redbud Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94646054_zpid/,http://www.zillow.com/homedetails/12-Redbud-Ave-Bella-Vista-AR-72714/94646054_zpid/#charts-and-data,http://www.zillow.com/homedetails/12-Redbud-Ave-Bella-Vista-AR-72714/94646054_zpid/,10/31/2009,30000,10019,http://www.zillow.com/homes/94646054_zpid/,552,82986.0,51867.0,,74095.0
178,1,Shady Lane Ave,Bella Vista,AR,72714,1 Shady Lane Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94645282_zpid/,http://www.zillow.com/homedetails/1-Shady-Lane-Ave-Bella-Vista-AR-72714/94645282_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Shady-Lane-Ave-Bella-Vista-AR-72714/94645282_zpid/,06/17/2014,777,12197,http://www.zillow.com/homes/94645282_zpid/,552,75057.0,43623.0,,64151.0
179,2,Shady Lane Ave,Bella Vista,AR,72714,2 Shady Lane Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/70714492_zpid/,http://www.zillow.com/homedetails/2-Shady-Lane-Ave-Bella-Vista-AR-72714/70714492_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Shady-Lane-Ave-Bella-Vista-AR-72714/70714492_zpid/,05/08/2008,12000,12197,http://www.zillow.com/homes/70714492_zpid/,868,86216.0,54370.0,,77672.0
180,3,Shady Lane Ave,Bella Vista,AR,72714,3 Shady Lane Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/70690280_zpid/,http://www.zillow.com/homedetails/3-Shady-Lane-Ave-Bella-Vista-AR-72714/70690280_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Shady-Lane-Ave-Bella-Vista-AR-72714/70690280_zpid/,04/14/2011,19000,10019,http://www.zillow.com/homes/70690280_zpid/,924,93062.0,67072.0,,83840.0
181,4,Shady Lane Ave,Bella Vista,AR,72714,4 Shady Lane Ave Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/70720962_zpid/,http://www.zillow.com/homedetails/4-Shady-Lane-Ave-Bella-Vista-AR-72714/70720962_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Shady-Lane-Ave-Bella-Vista-AR-72714/70720962_zpid/,05/05/2010,20000,9147,http://www.zillow.com/homes/70720962_zpid/,700,29869.0,20365.0,1973,27154.0
182,8,Shady Lane Ave,Bella Vista,AR,72714,8 Shady Lane Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94650806_zpid/,http://www.zillow.com/homedetails/8-Shady-Lane-Ave-Bella-Vista-AR-72714/94650806_zpid/#charts-and-data,http://www.zillow.com/homedetails/8-Shady-Lane-Ave-Bella-Vista-AR-72714/94650806_zpid/,07/06/1998,10000,8712,http://www.zillow.com/homes/94650806_zpid/,600,80126.0,47661.0,,69074.0
183,10,Shady Lane Ave,Bella Vista,AR,72714,10 Shady Lane Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94648475_zpid/,http://www.zillow.com/homedetails/10-Shady-Lane-Ave-Bella-Vista-AR-72714/94648475_zpid/#charts-and-data,http://www.zillow.com/homedetails/10-Shady-Lane-Ave-Bella-Vista-AR-72714/94648475_zpid/,,,11326,http://www.zillow.com/homes/94648475_zpid/,960,94284.0,75254.0,,86499.0
184,11,Shady Lane Ave,Bella Vista,AR,72714,11 Shady Lane Ave Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/94650405_zpid/,http://www.zillow.com/homedetails/11-Shady-Lane-Ave-Bella-Vista-AR-72714/94650405_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Shady-Lane-Ave-Bella-Vista-AR-72714/94650405_zpid/,06/18/2010,7000,9583,http://www.zillow.com/homes/94650405_zpid/,1036,21200.0,16807.0,1980,19099.0
185,12,Shady Lane Ave,Bella Vista,AR,72714,12 Shady Lane Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/70675333_zpid/,http://www.zillow.com/homedetails/12-Shady-Lane-Ave-Bella-Vista-AR-72714/70675333_zpid/#charts-and-data,http://www.zillow.com/homedetails/12-Shady-Lane-Ave-Bella-Vista-AR-72714/70675333_zpid/,10/29/2002,9000,12632,http://www.zillow.com/homes/70675333_zpid/,924,92222.0,75692.0,1992,87002.0
186,1,Skyline Dr,Bella Vista,AR,72714,1 Skyline Dr Bella Vista AR,4.0,,http://www.zillow.com/homes/comps/70650338_zpid/,http://www.zillow.com/homedetails/1-Skyline-Dr-Bella-Vista-AR-72714/70650338_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Skyline-Dr-Bella-Vista-AR-72714/70650338_zpid/,10/30/1998,24000,60984,http://www.zillow.com/homes/70650338_zpid/,3597,389479.0,303722.0,,357320.0
187,2,Skyline Dr,Bella Vista,AR,72714,2 Skyline Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/94648496_zpid/,http://www.zillow.com/homedetails/2-Skyline-Dr-Bella-Vista-AR-72714/94648496_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Skyline-Dr-Bella-Vista-AR-72714/94648496_zpid/,12/16/2014,50000,26136,http://www.zillow.com/homes/94648496_zpid/,1456,120861.0,94003.0,1988,111908.0
188,3,Skyline Dr,Bella Vista,AR,72714,3 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94650344_zpid/,http://www.zillow.com/homedetails/3-Skyline-Dr-Bella-Vista-AR-72714/94650344_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Skyline-Dr-Bella-Vista-AR-72714/94650344_zpid/,11/17/1999,6000,16117,http://www.zillow.com/homes/94650344_zpid/,924,84994.0,57178.0,,77267.0
189,5,Skyline Dr,Bella Vista,AR,72714,5 Skyline Dr Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/70646650_zpid/,http://www.zillow.com/homedetails/5-Skyline-Dr-Bella-Vista-AR-72714/70646650_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Skyline-Dr-Bella-Vista-AR-72714/70646650_zpid/,04/22/2016,10000,34848,http://www.zillow.com/homes/70646650_zpid/,1308,68238.0,48914.0,1970,60388.0
190,12,Skyline Dr,Bella Vista,AR,72714,12 Skyline Dr Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/94646602_zpid/,http://www.zillow.com/homedetails/12-Skyline-Dr-Bella-Vista-AR-72714/94646602_zpid/#charts-and-data,http://www.zillow.com/homedetails/12-Skyline-Dr-Bella-Vista-AR-72714/94646602_zpid/,01/19/2007,15000,10019,http://www.zillow.com/homes/94646602_zpid/,1120,94346.0,62898.0,1975,82760.0
191,13,Skyline Dr,Bella Vista,AR,72714,13 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94648761_zpid/,http://www.zillow.com/homedetails/13-Skyline-Dr-Bella-Vista-AR-72714/94648761_zpid/#charts-and-data,http://www.zillow.com/homedetails/13-Skyline-Dr-Bella-Vista-AR-72714/94648761_zpid/,11/22/2004,30000,7841,http://www.zillow.com/homes/94648761_zpid/,,82744.0,58227.0,,76615.0
192,14,Skyline Dr,Bella Vista,AR,72714,14 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94645750_zpid/,http://www.zillow.com/homedetails/14-Skyline-Dr-Bella-Vista-AR-72714/94645750_zpid/#charts-and-data,http://www.zillow.com/homedetails/14-Skyline-Dr-Bella-Vista-AR-72714/94645750_zpid/,09/24/2001,45000,9583,http://www.zillow.com/homes/94645750_zpid/,952,84690.0,60381.0,,78417.0
193,15,Skyline Dr,Bella Vista,AR,72714,15 Skyline Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70689046_zpid/,http://www.zillow.com/homedetails/15-Skyline-Dr-Bella-Vista-AR-72714/70689046_zpid/#charts-and-data,http://www.zillow.com/homedetails/15-Skyline-Dr-Bella-Vista-AR-72714/70689046_zpid/,02/16/2010,35000,7841,http://www.zillow.com/homes/70689046_zpid/,1244,103321.0,75646.0,1980,92251.0
194,16,Skyline Dr,Bella Vista,AR,72714,16 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/70705708_zpid/,http://www.zillow.com/homedetails/16-Skyline-Dr-Bella-Vista-AR-72714/70705708_zpid/#charts-and-data,http://www.zillow.com/homedetails/16-Skyline-Dr-Bella-Vista-AR-72714/70705708_zpid/,04/04/2007,15000,12632,http://www.zillow.com/homes/70705708_zpid/,924,88818.0,59483.0,,81484.0
195,17,Skyline Dr,Bella Vista,AR,72714,17 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94649405_zpid/,http://www.zillow.com/homedetails/17-Skyline-Dr-Bella-Vista-AR-72714/94649405_zpid/#charts-and-data,http://www.zillow.com/homedetails/17-Skyline-Dr-Bella-Vista-AR-72714/94649405_zpid/,10/13/2004,9000,8712,http://www.zillow.com/homes/94649405_zpid/,868,82148.0,51529.0,,74680.0
196,18,Skyline Dr,Bella Vista,AR,72714,18 Skyline Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/94647947_zpid/,http://www.zillow.com/homedetails/18-Skyline-Dr-Bella-Vista-AR-72714/94647947_zpid/#charts-and-data,http://www.zillow.com/homedetails/18-Skyline-Dr-Bella-Vista-AR-72714/94647947_zpid/,05/30/2012,7750,9147,http://www.zillow.com/homes/94647947_zpid/,896,90793.0,65206.0,1988,82539.0
197,19,Skyline Dr,Bella Vista,AR,72714,19 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94648484_zpid/,http://www.zillow.com/homedetails/19-Skyline-Dr-Bella-Vista-AR-72714/94648484_zpid/#charts-and-data,http://www.zillow.com/homedetails/19-Skyline-Dr-Bella-Vista-AR-72714/94648484_zpid/,07/30/2002,41000,6098,http://www.zillow.com/homes/94648484_zpid/,896,91968.0,67112.0,,82854.0
198,20,Skyline Dr,Bella Vista,AR,72714,20 Skyline Dr Bella Vista AR,,,,,,,,,,,,,,
199,21,Skyline Dr,Bella Vista,AR,72714,21 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94649241_zpid/,http://www.zillow.com/homedetails/21-Skyline-Dr-Bella-Vista-AR-72714/94649241_zpid/#charts-and-data,http://www.zillow.com/homedetails/21-Skyline-Dr-Bella-Vista-AR-72714/94649241_zpid/,06/23/2010,1645,5663,http://www.zillow.com/homes/94649241_zpid/,840,90298.0,58855.0,,80623.0
200,23,Skyline Dr,Bella Vista,AR,72714,23 Skyline Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70675644_zpid/,http://www.zillow.com/homedetails/23-Skyline-Dr-Bella-Vista-AR-72714/70675644_zpid/#charts-and-data,http://www.zillow.com/homedetails/23-Skyline-Dr-Bella-Vista-AR-72714/70675644_zpid/,10/30/2008,29000,11326,http://www.zillow.com/homes/70675644_zpid/,1248,111037.0,79745.0,,100943.0
201,24,Skyline Dr,Bella Vista,AR,72714,24 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94647898_zpid/,http://www.zillow.com/homedetails/24-Skyline-Dr-Bella-Vista-AR-72714/94647898_zpid/#charts-and-data,http://www.zillow.com/homedetails/24-Skyline-Dr-Bella-Vista-AR-72714/94647898_zpid/,01/03/2012,23000,10019,http://www.zillow.com/homes/94647898_zpid/,600,73177.0,43297.0,,60981.0
202,25,Skyline Dr,Bella Vista,AR,72714,25 Skyline Dr Bella Vista AR,1.0,1,http://www.zillow.com/homes/comps/70650074_zpid/,http://www.zillow.com/homedetails/25-Skyline-Dr-Bella-Vista-AR-72714/70650074_zpid/#charts-and-data,http://www.zillow.com/homedetails/25-Skyline-Dr-Bella-Vista-AR-72714/70650074_zpid/,08/21/2006,34000,7841,http://www.zillow.com/homes/70650074_zpid/,720,81197.0,56766.0,2006,71856.0
203,26,Skyline Dr,Bella Vista,AR,72714,26 Skyline Dr Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/70602244_zpid/,http://www.zillow.com/homedetails/26-Skyline-Dr-Bella-Vista-AR-72714/70602244_zpid/#charts-and-data,http://www.zillow.com/homedetails/26-Skyline-Dr-Bella-Vista-AR-72714/70602244_zpid/,10/27/2006,27000,9583,http://www.zillow.com/homes/70602244_zpid/,726,77816.0,47099.0,1994,68260.0
204,27,Skyline Dr,Bella Vista,AR,72714,27 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/70706354_zpid/,http://www.zillow.com/homedetails/27-Skyline-Dr-Bella-Vista-AR-72714/70706354_zpid/#charts-and-data,http://www.zillow.com/homedetails/27-Skyline-Dr-Bella-Vista-AR-72714/70706354_zpid/,03/21/2013,34000,6970,http://www.zillow.com/homes/70706354_zpid/,980,94641.0,62815.0,1996,83753.0
205,28,Skyline Dr,Bella Vista,AR,72714,28 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94646713_zpid/,http://www.zillow.com/homedetails/28-Skyline-Dr-Bella-Vista-AR-72714/94646713_zpid/#charts-and-data,http://www.zillow.com/homedetails/28-Skyline-Dr-Bella-Vista-AR-72714/94646713_zpid/,01/22/2013,18000,8712,http://www.zillow.com/homes/94646713_zpid/,600,74300.0,43961.0,,61917.0
206,29,Skyline Dr,Bella Vista,AR,72714,29 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94645867_zpid/,http://www.zillow.com/homedetails/29-Skyline-Dr-Bella-Vista-AR-72714/94645867_zpid/#charts-and-data,http://www.zillow.com/homedetails/29-Skyline-Dr-Bella-Vista-AR-72714/94645867_zpid/,02/06/2012,26000,5663,http://www.zillow.com/homes/94645867_zpid/,938,92100.0,60029.0,,82232.0
207,30,Skyline Dr,Bella Vista,AR,72714,30 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/70727395_zpid/,http://www.zillow.com/homedetails/30-Skyline-Dr-Bella-Vista-AR-72714/70727395_zpid/#charts-and-data,http://www.zillow.com/homedetails/30-Skyline-Dr-Bella-Vista-AR-72714/70727395_zpid/,03/03/2004,22000,9148,http://www.zillow.com/homes/70727395_zpid/,798,81264.0,51713.0,,73876.0
208,31,Skyline Dr,Bella Vista,AR,72714,31 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94646161_zpid/,http://www.zillow.com/homedetails/31-Skyline-Dr-Bella-Vista-AR-72714/94646161_zpid/#charts-and-data,http://www.zillow.com/homedetails/31-Skyline-Dr-Bella-Vista-AR-72714/94646161_zpid/,,,6970,http://www.zillow.com/homes/94646161_zpid/,700,74414.0,44398.0,1995,62533.0
209,32,Skyline Dr,Bella Vista,AR,72714,32 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94644968_zpid/,http://www.zillow.com/homedetails/32-Skyline-Dr-Bella-Vista-AR-72714/94644968_zpid/#charts-and-data,http://www.zillow.com/homedetails/32-Skyline-Dr-Bella-Vista-AR-72714/94644968_zpid/,10/06/2011,1000,10454,http://www.zillow.com/homes/94644968_zpid/,576,70464.0,42398.0,1969,59715.0
210,33,Skyline Dr,Bella Vista,AR,72714,33 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94650476_zpid/,http://www.zillow.com/homedetails/33-Skyline-Dr-Bella-Vista-AR-72714/94650476_zpid/#charts-and-data,http://www.zillow.com/homedetails/33-Skyline-Dr-Bella-Vista-AR-72714/94650476_zpid/,12/10/2010,13000,8276,http://www.zillow.com/homes/94650476_zpid/,600,71373.0,42360.0,,58027.0
211,34,Skyline Dr,Bella Vista,AR,72714,34 Skyline Dr Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/70648039_zpid/,http://www.zillow.com/homedetails/34-Skyline-Dr-Bella-Vista-AR-72714/70648039_zpid/#charts-and-data,http://www.zillow.com/homedetails/34-Skyline-Dr-Bella-Vista-AR-72714/70648039_zpid/,02/08/2012,20000,9583,http://www.zillow.com/homes/70648039_zpid/,938,84884.0,54017.0,1980,77167.0
212,35,Skyline Dr,Bella Vista,AR,72714,35 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94649376_zpid/,http://www.zillow.com/homedetails/35-Skyline-Dr-Bella-Vista-AR-72714/94649376_zpid/#charts-and-data,http://www.zillow.com/homedetails/35-Skyline-Dr-Bella-Vista-AR-72714/94649376_zpid/,12/10/2010,13000,7841,http://www.zillow.com/homes/94649376_zpid/,600,82120.0,44855.0,,69008.0
213,37,Skyline Dr,Bella Vista,AR,72714,37 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/70617583_zpid/,http://www.zillow.com/homedetails/37-Skyline-Dr-Bella-Vista-AR-72714/70617583_zpid/#charts-and-data,http://www.zillow.com/homedetails/37-Skyline-Dr-Bella-Vista-AR-72714/70617583_zpid/,03/22/2005,30000,6970,http://www.zillow.com/homes/70617583_zpid/,924,86105.0,54794.0,,78277.0
214,38,Skyline Dr,Bella Vista,AR,72714,38 Skyline Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/94648162_zpid/,http://www.zillow.com/homedetails/38-Skyline-Dr-Bella-Vista-AR-72714/94648162_zpid/#charts-and-data,http://www.zillow.com/homedetails/38-Skyline-Dr-Bella-Vista-AR-72714/94648162_zpid/,,,13503,http://www.zillow.com/homes/94648162_zpid/,924,74976.0,51090.0,1974,66350.0
215,39,Skyline Dr,Bella Vista,AR,72714,39 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94646699_zpid/,http://www.zillow.com/homedetails/39-Skyline-Dr-Bella-Vista-AR-72714/94646699_zpid/#charts-and-data,http://www.zillow.com/homedetails/39-Skyline-Dr-Bella-Vista-AR-72714/94646699_zpid/,05/10/2002,23000,6534,http://www.zillow.com/homes/94646699_zpid/,924,87603.0,54752.0,,78217.0
216,40,Skyline Dr,Bella Vista,AR,72714,40 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94648044_zpid/,http://www.zillow.com/homedetails/40-Skyline-Dr-Bella-Vista-AR-72714/94648044_zpid/#charts-and-data,http://www.zillow.com/homedetails/40-Skyline-Dr-Bella-Vista-AR-72714/94648044_zpid/,09/17/2010,3000,8276,http://www.zillow.com/homes/94648044_zpid/,1056,95958.0,65388.0,,84919.0
217,41,Skyline Dr,Bella Vista,AR,72714,41 Skyline Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70698257_zpid/,http://www.zillow.com/homedetails/41-Skyline-Dr-Bella-Vista-AR-72714/70698257_zpid/#charts-and-data,http://www.zillow.com/homedetails/41-Skyline-Dr-Bella-Vista-AR-72714/70698257_zpid/,10/14/2010,30000,8900,http://www.zillow.com/homes/70698257_zpid/,924,90817.0,66874.0,1987,82561.0
218,42,Skyline Dr,Bella Vista,AR,72714,42 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94648456_zpid/,http://www.zillow.com/homedetails/42-Skyline-Dr-Bella-Vista-AR-72714/94648456_zpid/#charts-and-data,http://www.zillow.com/homedetails/42-Skyline-Dr-Bella-Vista-AR-72714/94648456_zpid/,04/25/1997,11000,6098,http://www.zillow.com/homes/94648456_zpid/,576,78954.0,44741.0,,65795.0
219,43,Skyline Dr,Bella Vista,AR,72714,43 Skyline Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94646669_zpid/,http://www.zillow.com/homedetails/43-Skyline-Dr-Bella-Vista-AR-72714/94646669_zpid/#charts-and-data,http://www.zillow.com/homedetails/43-Skyline-Dr-Bella-Vista-AR-72714/94646669_zpid/,12/09/2002,1000,6534,http://www.zillow.com/homes/94646669_zpid/,1064,94861.0,65217.0,,84697.0
220,44,Skyline Dr,Bella Vista,AR,72714,44 Skyline Dr Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/70733052_zpid/,http://www.zillow.com/homedetails/44-Skyline-Dr-Bella-Vista-AR-72714/70733052_zpid/#charts-and-data,http://www.zillow.com/homedetails/44-Skyline-Dr-Bella-Vista-AR-72714/70733052_zpid/,07/12/2013,440,6098,http://www.zillow.com/homes/70733052_zpid/,576,63559.0,41800.0,1966,57260.0
